"Text";"User";"Timestamp";"Nshares";"Nlikes";"Nfriends";"Ncomments";"Replytoauthor"
"

Chris you set up a meeting with me next week to talk about the structure of 
the 2001 DPR.  ";"ris-abel";978564010000;0;0;0;0;"john-lavorato
"
"

current 4570

minn -8 1/2
oakland -9
tease minn-2 1/2 over 43 1/2

all 200";"hn-arnold";978687130000;0;0;0;0;"john-lavorato
"
"

i didn't see 80 million of p/l on Friday. Did we book the deal?
";"m-belden";978812890000;0;0;0;0;"john-lavorato
"
"

I will not accept Amerex having the ability to execute over the phone.  Take 
this out of the deal or kill the deal.

John";"b-shults";978818710000;0;0;0;0;"john-lavorato
"
"

I want all the extra VAR you can give me for the next few weeks.

Please let me know if and how much that is.

Regards

John";"ck-buy";978942250000;0;0;0;0;"john-lavorato
"
"

Bob keeps trying to stack and roll his date for leaving.

Don't let him.

John";"vid-oxley";978972010000;0;0;0;0;"john-lavorato
"
"

Mike 

I'm coming down this week.  We'll talk about it then.

John";"chael-guerriero";978972130000;0;0;0;0;"john-lavorato
"
"

Tammy --

Here is the report from Government Affairs.

Thanks,

Jim";"-shepperd";981670690000;0;0;0;0;"steffes
"
"

Check out www.michelsonrealty.com/bmjsecret for pictures of my third son,
Leeor Amram Michelson.  Mother, baby and brothers are all doing well.
 I hope everyone is enjoying life.

Thanks, Beau.

Bruce V. Michelson, Jr.
The Michelson Organization
7701 Forsyth Blvd., Suite 900
St. Louis, MO 63124
314-862-7080 x330
314-862-4725";"itman-kraft-com";991745650000;480;480;480;480;"bmj-michelsonrealty-com
"
"

See attached:

Date		Shares		Selling Price
5/30/01		53,400		$6.77			
5/31/01		146,600		$6.88
6/1/01		300,000		$6.76

Approximate P&L is a Loss of $840K. COPEL closed today at $7.55 on the volume of 1,567,300.

Vlady.";"hn-lavorato";991699450000;0;0;0;0;"gorny
"
"

REMINDER:	Whalley's Budget Meeting today @ 11:00 a.m. CST in EB32C2.  Greg will be participating from the London office.

Many Thanks,

Liz Taylor x31935";"hn-sherriff";991672750000;150;150;150;150;"taylor
"
"

Please find the attached memorandum which outlines the relevant information to hedge the financial payment to satisfy Enron's 3.85 BCF pad gas capital contribution for the Napoleonville natural gas storage cavern.

If you have any questions or comments, please contact me.

Regards,

Jean


 ";"hn-lavorato";978562270000;0;0;0;0;"jean-mrha
"
"

I have a meeting tomorrow.  Can you tell me what total power demand in in the East and the West and what Enron's volumes are.";"vin-presto";973056130000;0;0;0;0;"john-lavorato
"
"

The original message is encrypted using Lotus Notes Public and Private Key security.  Encrypted messages cannot be migrated to Microsoft Exchange Server.";"m-melodick";973126750000;0;0;0;0;"john-lavorato
"
"

I didn't think that you ever officially reported to me.  Let me know.  I didn't think I needed to do your review.";"b-crane";973127470000;0;0;0;0;"john-lavorato
"
"

Rich

Some of the traders interviewed Key on Friday and unfortunately he didn't perform very well.  I think we are going to have to pass on him.

Thanks for the cooperation.";"chard-dimichele";975711070000;0;0;0;0;"john-lavorato
"
"

Mark

Still waiting for my car keys.

In the package you can include the $11.25 you owe us for interesting movie you bought on the 3rd suite in the Lavorato household.

Lavo";"anrassel-rpmtec-com";975711910000;0;0;0;0;"john-lavorato
"
"

Bruce

I had quite a crazy week.  Give me a call the next time you are in town or if you are still in town.  I would love to get together.

John";"ngus-excite-com";975712390000;0;0;0;0;"john-lavorato
"
"

Dave

I just realized that you do have financial desk excluding futures on report.

Get rid of the other financial desk and when you aggregate it exclude the futures trades.

Thanks";"vid-forster";975713050000;0;0;0;0;"john-lavorato
"
"

I would like to request an additional 15 million var for gas.  Prices have exploded and I'm working on it.";"ck-buy";975973570000;10;10;10;10;"john-lavorato
"
"

I don't know why this is coming up now and why we don't address this at year end in conjunction with the PRC process.";"r-sekse";975977230000;0;0;0;0;"john-lavorato
"
"

rock on

 -----Original Message-----
From: 	Collonges, Remi  
Sent:	Thursday, June 07, 2001 2:35 PM
To:	Lavorato, John
Subject:	new deal signed

Origination team just signed a 10 month, interruptible contract of approximately 2MW.  Northeast submarket.  No MTM but approximately $600K on accrual basis this year.

Remi";"eg-whalley";991925770000;0;0;0;0;"lavorato
"
"

Janet 

Communication is always a problem around here.  I have no problem with you having access to all pricing reports and origination schedules.";"anet-dietrich'";978388270000;0;0;0;0;"john-lavorato
"
"

yes

I have a time on Sunday and the rates are down to 95 at the Houstonian.  Let me know.
";"ris-dorland";978556930000;0;0;0;0;"john-lavorato
"
"

Chris you set up a meeting with me next week to talk about the structure of the 2001 DPR.  ";"ris-abel";978607210000;0;0;0;0;"john-lavorato
"
"

I will not accept Amerex having the ability to execute over the phone.  Take this out of the deal or kill the deal.

John";"b-shults";978861910000;0;0;0;0;"john-lavorato
"
"

Mr. Christman:

Thank you for your invitation for Dr. Lay to speak at your upcoming forum in 
France, the format looks wonderful.  Unfortunately, Dr. Lay has calendar 
conflicts and will be unable to participate.

If you should need further assistance, please do not hesitate to contact us.

Tori Wells
Executive Assistant";"chael-optsevents-com";965324590000;0;0;0;0;"tori-wells
"
"

Ms. Peppers, I am very sorry, but I must once again reschedule the 
appointment that you have with Mr. Lay.  He will be out of town the entire 
week of September 26.  

The first available time to reschedule is October 19, 2000.  Would an 
afternoon appointment work for you - about 2:00 p.m.?

I look forward to hearing from you.

Rosalee";"eppers-flashfind-com";968357110000;0;0;0;0;"rosalee-fleming
"
"

Loretta, I really enjoyed being at your table on Monday evening and getting 
to know you a little better.  

I must tell you that I am in awe of what you did with the office in Japan.  I 
would not have known how to do all that!!!  Wow.

Rosie
";"retta-brelsford";973679830000;0;0;0;0;"rosalee-fleming
"
"

Hi Mr. Ramsay -

In regard to your request for Ken to chair a Forum segment and join the 
Ministerial dinner, with the Chair of the other Session in May, he said that 
he would be delighted to participate.

We look forward to receiving additional information after the Governing Board 
has its meeting.

Rosalee ";"lliam-ramsay-iea-org";976109290000;0;0;0;0;"rosalee-fleming
"
"

Ken Lay has approved the attached expense report for Rosalee Fleming.

";"pense-report";951850870000;0;0;0;0;"rosalee-fleming
"
"

Sherri, I'm sorry I have been sending your e-mails to the old name.  I 
didn't realize it had been changed, but this is so right and very good!

Rosie";"erri-sera";952421230000;0;0;0;0;"rosalee-fleming
"
"

Ken Lay has approved the attached expense report for Rosalee Fleming.
";"pense-report";954699610000;0;0;0;0;"rosalee-fleming
"
"

Sharon:

Mr. Lay's e-mail address is kenneth.lay@enron.com

Please let me know if you have any other questions.

Thank you";"immel-iexalt-net";957798550000;0;0;0;0;"rosalee-fleming
"
"

Mr. Kenneth L. Lay, Chairman and CEO of Enron Corp. will not be able to 
attend the November 16 - 17, 2000 6th Olympiad of the Mind.

If you have any questions, please call me.

713/853-5769

Thank you";"i-steps-peace-org";957799030000;0;0;0;0;"rosalee-fleming
"
"

Mr. Kenneth Lay, Chairman & CEO of Enron Corp. will not be able to attend the 
May 16 event.

If you have any questions, please call me at 713/853-5769.

Thank you";"aucier-hobbycomm-com";957802990000;0;0;0;0;"rosalee-fleming
"
"

Kenneth Lay has approved the attached expense report for Cindy Olson.
";"pense-report";960131650000;0;0;0;0;"rosalee-fleming
"
"

Hi -

We did receive the e-mail.

Rosalee for Ken Lay





Michael Milken <mmilken@knowledgeu.com> on 07/02/99 10:21:40 AM
To: Kenneth Lay/Corp/Enron@Enron
cc:  
Subject: testing






";"ilken-knowledgeu-com";930831190000;0;0;0;0;"rosalee-fleming
"
"

Hey there, the dress is at Louise Blum in the Gallareria II, 713-622-5571 and 
my consultant is Cynthia Petteway. Thanks!
Love, Liz";"nneth-lay";936639790000;10;10;10;10;"elizabeth-lay
"
"

I did receive your e-mail.

Ken Lay





Michael Milken <mmilken@knowledgeu.com> on 07/02/99 10:21:40 AM
To: Kenneth Lay/Corp/Enron@Enron
cc:  
Subject: testing






";"ilken-knowledgeu-com";930831310000;0;0;0;0;"rosalee-fleming
"
"

Attached is the agenda and list of attendees for the Enron Advisory Council 
meeting scheduled in Houston on Septmeber 7-8, 2000.

If you are scheduled to make a presentation, please contact me regarding your 
audio/visual needs.  Dress is business casual.

Vanessa Groscrand
X31769



";"ck-buy";967736170000;200;200;200;200;"vanessa-groscrand
"
"

Attached you will find the ENE Friday Report.  Please open as Read Only and 
do not update link.  

Investor Relations
";"nneth-lay";967743850000;100;100;100;100;"scott-vonderheide
"
"

Please note that my E-Mail Address has changed to :

Kirbynrg@swbell.net

Thanks

Kirby


";"ristinazuver-msn-com";968094250000;1090;1090;1090;1090;"kirbynrg-swbell-net
"
"

Hello,

My father is Agustin Jaramillo.  He works for Enron at Logan airport.  He
wants to know how you go about making a stock withdrawal.  He is vested in
13 shares.  His Grant ID# is 130566.  Any information that you could
provide me would be great.  If I can be of any assistance, please feel free
to call me at 617-760-2764.

Thanks,
Alberto";"ay";968150950000;0;0;0;0;"alberto_jaramillo-putnaminv-com
"
"

You will again be meeting in the Green Room in the morning.? The Pool  Room 
is still being remodeled.
?
?
Sharon ";"ernotb-letu-edu";968167030000;370;370;370;370;"skimmel-iexalt-net
"
"

Please confirm you received this e-mail.

 - 090600-1-MemoWPOForumLay.doc
 - 090600-1-WPOForum Mtg Agenda.doc";"ay";968174830000;0;0;0;0;"sbrandt-crc-evans-com
"
"

Ken and Jim,

At Amanda Martin's request I reworked the letter to the City of Houston to 
something more suitable for Ken to send in his role as a director of Azurix 
Corp.  That version is attached.

Please call me if you have any questions, x55263.
";"nneth-lay";968180410000;10;10;10;10;"john-ale
"
"

Ken,

Fernley Dison (Enron Europe) left a message for me to call regarding real
estate needs.

Thanks for setting me up.  I'll let you know how it goes.

Thank you,

John

John B. Poston
Poston Yoder Commercial Real Estate
10000 N. Central Expwy
Suite 1100
Dallas, TX  75231
214/373-1945 direct
214/363-7585 fax
johnposton@postonyoder.com";"nneth-lay";968179990000;0;0;0;0;"johnposton-postonyoder-com
"
"

Further changes to reflect yours and Tracey's comments.  I have not yet
heard from Goldberg.

 <<318903_1.DOC>>

 - 318903_1.DOC";"nneth-lay";968183470000;0;0;0;0;"jwatson-velaw-com
"
"

Royal Carson of Carson Private Capital wanted to set-up a time to meet with 
you to give you an update on the two funds - Fund IV & Europe Fund.  I am 
going to go ahead and meet with him next week in Dallas since I will be there 
attending the Family Wealth Roundtable (11/16-17).  I will fill you in on our 
meeting.
 - att1.htm";"nneth-lay";942078670000;0;0;0;0;"beau-rrhinvestments-com
"
"

PLEASE SEE ATTACHED INFORMATION FROM CINDY OLSON REGARDING THE CLICKATHOME 
PROGRAM.  IF YOU HAVE ANY QUESTIONS, PLEASE CALL CINDY AT 37418.

THANK YOU

BOBBIE POWER
  
";"mes-bannantine";970416550000;710;710;710;710;"bobbie-power
"
"

Compliments of Madison Energy Advisors, Inc.
 <<WMR100100.xls>>

 - WMR100100.xls";"orski-madisonenergy-com";970420750000;0;0;0;0;"tgorski-madisonenergy-com
"
"

Dear Rosalie: I sent an email to Ken on 9-26.This  is a follow up test.Pls 
confirm if you receive this message.Thanks.  Bijan";"nneth-lay";970437730000;0;0;0;0;"bijangh2000-tavana-net
"
"

KLL has polled his sons and determined that the 4 games he is willing to sell 
to Mr. Gage are as follows:  

2/26  Portland Trailblazers
1/30  Miami Heat
1/13  Sacramento Kings
1/6  Utah Jazz
";"vid-tagliarino";970486630000;0;0;0;0;"sally-keepers
"
"

Attached is the i2 Board of Directors list.

(See attached file: i2 Board of Directors.xls)

Barbette Joy Watts
Executive Assistant to David Becker
One i2 Place, 3rd Floor
469-357-3460 (Direct)
469-357-6769 (Fax)
barbette_watts@i2.com
 - i2 Board of Directors.xls";"ash-srfunds-com";970501690000;80;80;80;80;"barbette_watts-i2-com
"
"

Please see attached speaking points.  African-American points on page 2.
?
--Dave
 - Arena Agreement Fact Sheet.doc";"ay";970508890000;0;0;0;0;"savont-email-msn-com
"
"

Arlene has asked that I follow up with you regarding her email sent last
week polling for dates for the next nominating committee meeting.  Please
open the attached document and call or fax accordingly.  Thank you.

 <<memo of 9-29.doc>>



 - memo of 9-29.doc";"aldwell-wvumc-com";970570090000;50;50;50;50;"ceoextra-houston-org
"
"

FYI.

>
>  <<ShaneRobison1.doc>>  <<Shaneletterfinal.doc>>
>
>
>

 - ShaneRobison1.doc
 - Shaneletterfinal.doc";"n-brosen-com";970584490000;80;80;80;80;"tom-siekman-compaq-com
"
"

Messrs. Lay, Skilling and Rice,

Attached is a presentation to Enron on eAccess.

Best regards,

Sachio Semmoto

 - Enron presentation (English).ppt";"nneth-lay";970648390000;20;20;20;20;"sem-coral-ocn-ne-jp
"
"

Attached is the final information for the meeting on Monday, October 9.


 <<memo of 10-5 1 page.doc>>


Office of the President/CEO
Greater Houston Partnership
(713) 844-3646 (Ph)
(713) 844-0246 (Fax)
CEOextra@houston.org

Visit our web site at www.houston.org


 - memo of 10-5 1 page.doc";"aldwell-wvumc-com";970680130000;110;110;110;110;"ceoextra-houston-org
"
"

Attached file is a memo from our pollster on  Republicans should you talk to 
Bill  Archer.

?

Channel 2 did a poll story on Thursday  which shows the Arena with a 19 or 20 
point lead. It was their poll. Our  latest show about the same.

?
--Dave Walden
 - Arena-Republican poll memo.doc";"ay";970860190000;0;0;0;0;"savont-email-msn-com
"
"

Compliments of Madison Energy Advisors, Inc.
 <<WMR100800.xls>>

 - WMR100800.xls";"orski-madisonenergy-com";971023810000;0;0;0;0;"tgorski-madisonenergy-com
"
"

Dear Ken,

I plan to be in Houston on Monday and Tuesday next week.   If you are
available, I'd like to discuss your interest and activities in Spain with
you.    I'll ask my assistant, Millie, to call your office to see what works
with your schedule.

Regards,
Frank Lorenzo

";"nneth-lay";971026030000;0;0;0;0;"savoycap-email-msn-com
"
"

The attached news release was sent over PRNewswire early this morning.

(See attached file: Evista Early Effects Release.doc)




 - Evista Early Effects Release.doc";"fred-gilman-email-swmed-edu";972987790000;90;90;90;90;"brown_mary_jo-lilly-com
"
"

OLSON,CINDY K  has suggested reviewers and submitted them for your approval.  
You may review/modify this list of reviewers by logging on to PEP at 
http://pep.corp.enron.com  and going to Supervisor Services.  Please 
remember, no feedback can be completed on OLSON,CINDY K  until you have 
approved the list.";"ay";973014130000;0;0;0;0;"colson
"
"

Rosalee, just heard back from Mr. Derr's assistant.  Unfortunately, he is 
unable to attend. Please delete his name from the  letter/invitation. Thank 
you. Chris";"nneth-lay";973081150000;0;0;0;0;"cscusack-email-msn-com
"
"

Attached for your information is the letter to shareholders that Sidney
mentioned at the October board meeting.  If you have any questions, please
call me.

Alecia DeCoudreaux


(See attached file: ST Election Letter.pdf)


 - ST Election Letter.pdf";"fred-gilman-email-swmed-edu";973096090000;80;80;80;80;"brown_mary_jo-lilly-com
"
"

Please find attached a copy of the letter Colin Skellett sent to the Duchess 
today.

Thanks

Lisa Hobbs
PA to Chairman





";"nneth-lay";973444030000;20;20;20;20;"lisa-hobbs
"
"

We have been asked to put together a list of home addresses for the executive 
committee to be distributed only among its members in connection with holiday 
greeting card distribution.  If you have no problem being included on this 
list, please forward your home address to me by return email. 

Thank you, 
Katherine Brown
";"mes-bannantine";973504630000;300;300;300;300;"katherine-brown
"
"

Mr. Lay has reqested that your names be added to his executive list for 
certain mailings, i.e., Christmas cards, etc.  In order to achieve this, 
please complete the following information and return to me ASAP:

Spouse Name (if applicable):
Residence Address:
City, State, Zip

Thanks so much.";"n-glisan";973679530000;200;200;200;200;"sally-keepers
"
"

In preparation for sending Christmas cards, may I have your correct residence 
address and spouse name, if applicable?  Thanks so much.";"vid-haug";973693450000;0;0;0;0;"sally-keepers
"
"

Attached is the schedule for the company planes for the Management Conference 
in San Antonio on Nov. 15-17.  Please contact me if you have any questions or 
changes.

Thanks!

Vanessa
";"njay-bhatnagar";973703290000;180;180;180;180;"vanessa-groscrand
"
"

Gentlemen
?
Please see the attached notice of our December  meeting.
?
Let's focus on the Reason for the season.
?
May God bless you and your family.
?
Jack
 - Houston Christian Business Group (1).doc";"ernotb-letu-edu";975602950000;420;420;420;420;"arta-houston-rr-com
"
"

Morrissey, Kathi would like to recall the message, SEC Filings for November
2000 Activity.";"h-telcordia-com";975605470000;190;190;190;190;"kathi-morrissey-compaq-com
"
"

The attached press release was issued at Noon today.

(See attached file: Greenfield Expansion Release.doc)


 - Greenfield Expansion Release.doc";"fred-gilman-email-swmed-edu";976024150000;60;60;60;60;"brown_mary_jo-lilly-com
"
"

The Dabhol Task Force will have an additional call this week on Friday 
morning.  The purpose is to provide an update primarily on the legal issues.  
The dial in numbers are the same as the regular Monday call:
8:00 am - Houston Time
Domestic Number: 800-991-9019
International Number: 847-619-8039
Passcode: 6530874#";"becca-mcdonald";976029190000;170;170;170;170;"loretta-brelsford
"
"

Attached please find the May issue of the President's Report.

To open it, click on read only.

Best regards,

Maria Elena Saade
Brand Management & Marketing
Voice:  713.685.2845
Fax:  713.685.5568
e-mail:  msaade@uwtgc.org <mailto:msaade@uwtgc.org>
United Way Website: www.unitedwayhouston.org
<http://www.unitedwayhouston.org>




 - MAY01.DOC ";"aade-uwtgc-org";989271010000;0;0;0;0;"msaade-uwtgc-org
"
"

you partied it up at jazz fest?  i still have never been.  who did you go 
there with?  ";"lallen-deloitte-com";989323210000;0;0;0;0;"matthew-lenhart
"
"

yeah i will be in town this weekend.  i have something to go to fri but i 
will definately be out on saturday.  what are you doing?";"lallen-deloitte-com";989324950000;0;0;0;0;"matthew-lenhart
"
"

i think she is one of jen's cougar friends.  that is such a chick thing to 
do.  ";"rlinm-uswest-net";989330770000;0;0;0;0;"matthew-lenhart
"
"

read the bottom of the email with some chicks idea as a gift";"lee-rmi-net";989332870000;0;0;0;0;"matthew-lenhart
"
"

i am sure that girl courtney walker would like to share some special memories 
also";"lee-rmi-net";989334250000;0;0;0;0;"matthew-lenhart
"
"

so i got us a hotel room in caymen.  it can sleep up to six and it is $880 
for the three nights.  if all 5 of us stay there that is 176/ea.  we have it 
for thurs-sat night.  ";"derleifkjeseth-hotmail-com";989344270000;0;0;0;0;"matthew-lenhart
"
"

jen's dad better buy a bunch of booze.  and the schrutt's better take us 
somewhere nice for the rehersal dinner.  and jen's friends better put out.";"derleifkjeseth-hotmail-com";989346550000;0;0;0;0;"matthew-lenhart
"
"

nothing.  i am pissed.  i got out of a position too early and i would have 
made a killing.";"elliott-dttus-com";952441150000;0;0;0;0;"matthew-lenhart
"
"

how is everything going?  are you guys staying cool down there.  i know it 
has been hot.  i will try to call soon.";"lhamus-aol-com";959790850000;0;0;0;0;"matthew-lenhart
"
"

i didn't take profits.  got slaughtered today. i had a great month last 
month, i just need to get out of this hole this month.  at least it is the 
first.  i will talk to you sunday.";"l-fp-edu";959797690000;0;0;0;0;"matthew-lenhart
"
"

i just spoke with wayne gonzalin and he said that there is a rodney 
impersonator there the same weekend.  tickets are only $4.95 and that 
includes an all you can eat hot dog buffet.  it is just 27 miles outside of 
town so we can hit that and then go play nickel slots.";"arrah-entergy-com";959872090000;0;0;0;0;"matthew-lenhart
"
"

Ivan-

I put the files in  Oportlandfundamentalswestgas
ew folder(2).  Let me 
know if you have any questions.

Matt
3-7176";"an-liu";959875090000;0;0;0;0;"matthew-lenhart
"
"

I put the files under odropboxwest.  They are the files titled CEMS, CEMS 
CA Gen, CEMS CA Heat Rate, & Cali Gen (CEMS).";"an-liu";959879170000;0;0;0;0;"matthew-lenhart
"
"

if it is only nick and i who can't make it on the 24th you guys should go.  
it is going to be hard any  time to get a weekend that everyone can agree 
on.  don't let us hold you back.  ";"elti-lsumc-edu";959883850000;0;0;0;0;"matthew-lenhart
"
"

it went fine.  i am just glad that it is over.  i am now looking foward to 
the cruise.  hope all is well.";"enhart-medicine-nodak-edu";960126070000;0;0;0;0;"matthew-lenhart
"
"

good news everyone!  looks like denver is gonna get steve young.  pencil us 
in for the superbowl.  i think that would make us a dynasty.";"ziarz-bellsouth-net";960215650000;0;0;0;0;"matthew-lenhart
"
"

both billy joe's were still under contract so the broncos had to get young.  
saints could have had scrubby brister if they had played their cards right.";"chott1976-cs-com";960222610000;0;0;0;0;"matthew-lenhart
"
"

get your touches this week b/c next week i am gonna put it up at least 40 
times.";"chael-walters";960296110000;0;0;0;0;"matthew-lenhart
"
"

i wanted to let you know i might be in for that weekend.  i am going to try 
to go home labor day instead.  i will know by mon.";"elti-lsumc-edu";960306250000;0;0;0;0;"matthew-lenhart
"
"

Phillip-

Here is the presentation.  I also sent it to Ina.
";"illip-allen";960308950000;10;10;10;10;"matthew-lenhart
"
"

did you get a chance to download any of those songs?  i have two more:

dogg pound-  new york
big punisher- i'm not a player i just fuck a lot
artist unknown- rosa parks";"l-generes-ac-com";962731090000;0;0;0;0;"matthew-lenhart
"
"

austin was great.  i love that place.  country grammar is a good song huh?  
how was your weekend?";"l-generes-ac-com";962732350000;0;0;0;0;"matthew-lenhart
"
"

sorry i didn't call back last night.  i didn't get back until 10.  i will try 
to call tonight.";"a6138201-aol-com";962732770000;0;0;0;0;"matthew-lenhart
"
"

Are there certain plants where that have reliable generation numbers reported 
each time?  Should I just track these generators?";"m-heizenrader";962735530000;0;0;0;0;"matthew-lenhart
"
"

i heard about a new bar downtown that is like state bar but a younger crowd.  
it is near prague.  have you heard of it?  we should check it out sat night.";"mothy-blanchard";962807110000;0;0;0;0;"matthew-lenhart
"
"

it was fun.  i had a blast.  my liver is still recovering?  did you hear 
grandma won a truck?  that is amazing.  what has been going on there?";"enhart-corealty-com";962873770000;0;0;0;0;"matthew-lenhart
"
"

i hate the black swan.  i think we might go downtown sat.  i will give you a 
call";"lallen-dttus-com";962883970000;0;0;0;0;"matthew-lenhart
"
"

give us a call tonight.  shawn is in town now.  713-807-1699.";"chott1976-cs-com";962884090000;0;0;0;0;"matthew-lenhart
"
"

i want to go downtown tomorrow night.  i heard about this new place called 
the hub.  it is supposed to be cool.";"elliott-dttus-com";962886370000;0;0;0;0;"matthew-lenhart
"
"

you going out tonight and tomorrow night?   maybe golf tomorrow at clear 
creek?";"marcantel-equiva-com";962886730000;0;0;0;0;"matthew-lenhart
"
"

yeah that is fine.   we can go out there and sweat out the booze.  all these 
people are coming in this weekend.  there is gonna be like 10 fijis here.  ";"marcantel-equiva-com";962887390000;0;0;0;0;"matthew-lenhart
"
"

i sent mckenna a gift certificate for her b-day.  it should be on your 
email.  let me know if you don't get it.";"l-fp-edu";962897110000;0;0;0;0;"matthew-lenhart
"
"

i am a shooter again.  i got a cell phone.  the number is 713-825-8410.  i am 
being annitiantion.";"elliott-dttus-com";962903110000;0;0;0;0;"matthew-lenhart
"
"

new years was fun.  i stayed in town and went to that club prague.  that 
place is crazy.   were you in new york through the end of the year?  i 
haven't heard of a natl champ party, but i think you should throw one.";"sa-gillette";978352510000;0;0;0;0;"matthew-lenhart
"
"

we bought tickets for $30.  it is a different place.  what did you do on new 
years?  i wasn't that excited for it this year.";"sa-gillette";978355570000;0;0;0;0;"matthew-lenhart
"
"

around 8.  i was too dead to get up.  i will get it today.  his buddy adam 
got arrested that night for public intoxication.";"marcantel-equiva-com";978361750000;0;0;0;0;"matthew-lenhart
"
"

good, safe and clean fun?  didn't add to your corruption score?  is that the 
tubbing place?";"sa-gillette";978361810000;0;0;0;0;"matthew-lenhart
"
"

jeff-

could you get me access to a foward curve for pv, np, & sp? thanks for your 
help.

matt";"ff-richter";978373330000;0;0;0;0;"matthew-lenhart
"
"

i decided not to go b/c nobody really had any plans.  i didn't want to drive 
either.  chad is moving tomorrow.  are you guys partying this weekend?";"lallen-deloitte-com";978432490000;0;0;0;0;"matthew-lenhart
"
"

you forgot to add stanford to your list.  i think they worked you over too.";"ian-r-vassigh-accenture-com";978432610000;0;0;0;0;"matthew-lenhart
"
"

worked good.  i downloaded a few songs from scour.com into your network.  
they are under c:program files
apstermusic.";"l-generes-ac-com";965033650000;0;0;0;0;"matthew-lenhart
"
"

did you change your number?  i called once left a message.  there wasn't a 
greeting on the machine so i don't know if you got it or not.  i will be in 
town tues afternoon and i leave thurs afternoon next week.  hopefully we can 
get together for lunch or breakfast.  ";"bbielatham-realtor-com";965146030000;0;0;0;0;"matthew-lenhart
"
"

actually i am staying at the adam's mark hotel downtown.  i will definately 
be able to see you guys at least once.  i am not sure what the schedule is so 
i will just play it by ear.  i wish i was coming in for the weekend, but the 
tickets were twice as much and they don't want to pay for my vacation.  call 
me tonight & i will let you know details.  ";"a6138201-aol-com";965216350000;0;0;0;0;"matthew-lenhart
"
"

how was new years in new orleans?  did you shoot your 9 in tha air @ 12";"yan-hull";978437410000;0;0;0;0;"matthew-lenhart
"
"

what did you go to dallas this weekend for?  it wasn't fun?  not much went on 
here.  i am going to denver tomorrow for work for 3 days.  golfing and 
boozing.  sounds good huh?  i will be back this weekend but i need to save my 
money for vegas next week.";"elliott-dttus-com";965557030000;0;0;0;0;"matthew-lenhart
"
"

i am going to vegas for a bachelor party.  should be fun.  i don't think you 
would have fun with us unless you were jumping out of a cake or something.";"elliott-dttus-com";965560990000;0;0;0;0;"matthew-lenhart
"
"

sorry to hear that.  did you pass any of the sections?  this weekend was 
pretty laid back.  what did you do?  i am trying to save money before i go to 
vegas in two weeks so i will be laying low for a bit.  ";"lallen-dttus-com";965565250000;0;0;0;0;"matthew-lenhart
"
"

who sings that 80's song  harley davidson - of a bitch.  that is the corus.";"elliott-dttus-com";965568970000;0;0;0;0;"matthew-lenhart
"
"

how do you like that ene now?  it is very strong.  i will be in tomorrow 
around 2pm.  you can reach me on my cell phone at (713)825-8410.  maybe we 
can get together tomorrow or wednes.  ";"l-fp-edu";965573110000;0;0;0;0;"matthew-lenhart
"
"

i get back from denver that night around 10pm so i don't think that i can 
make it.  ";"lallen-dttus-com";965577610000;0;0;0;0;"matthew-lenhart
"
"

boondoggle.  golf & booze.  i need to meet with some customers.";"lallen-dttus-com";965581990000;0;0;0;0;"matthew-lenhart
"
"

plove only knows the skanks over at the pink pussycat, so that is an option.  
the girls are not that bad if we bring some clearisil for the blemishes and a 
couple of cases of beer.";"yan-hull";965583070000;0;0;0;0;"matthew-lenhart
"
"

i am going to take rodell meally.  he can recover from that acl quickly.";"ic-bass";965583370000;0;0;0;0;"matthew-lenhart
"
"

your wife isn't on this list.  you don't need to lie about going there.";"illip-love";965583490000;0;0;0;0;"matthew-lenhart
"
"

that is the best news i heard all day.  how was new orleans.";"enhart-corealty-com";978442090000;0;0;0;0;"matthew-lenhart
"
"

i sent her a gift certificate from amazon.  should be in the mail now and it 
is addressed to lori.  gas did come off.  weather looks nice everywhere.  how 
was new years?";"l-fp-edu";978442330000;0;0;0;0;"matthew-lenhart
"
"

what did you do on new years?  sorry i didn't come.  i didn't feel good and i 
didn't feel like driving 10 hours for a short weekend.  i was glad sunday i 
wasn't on the road b/c i felt like shit.  did you see lsu?";"enhart-corealty-com";978447430000;0;0;0;0;"matthew-lenhart
"
"

i got your email address.  hope you had a great new years.

love matt";"enhart-alltel-net";978451270000;0;0;0;0;"matthew-lenhart
"
"

we just got that center wilkerson.  he is the best lineman in the country.";"marcantel-equiva-com";978452050000;0;0;0;0;"matthew-lenhart
"
"

i need to pick up my jacket tonight.  will you be there around 7?";"is-mena";978452110000;0;0;0;0;"matthew-lenhart
"
"

great.  he can go there with all the talent in the world and get run by the 
pac-10.";"ic-bass";978454810000;0;0;0;0;"matthew-lenhart
"
"

you make them.  i just don't think they will win the next two nat'l champ.";"is-mena";978520930000;0;0;0;0;"matthew-lenhart
"
"

i mean big 12.  i don't think they will win the next two nat'l 
championships.  texas definately won't.";"is-mena";978522850000;0;0;0;0;"matthew-lenhart
"
"

i meant the big 12.  i don't think that they will win the next two.";"is-mena";978522910000;0;0;0;0;"matthew-lenhart
"
"

i am going to go out.  give me a call at home or on my cell.";"lallen-deloitte-com";978627310000;0;0;0;0;"matthew-lenhart
"
